category,rating,text,label,date
Books,3,"Honestly the story had a lot of suspense and the characters were all believable. The characters were just as believable as the story itself. The story kept me reading and I'm sure I will continue to read it. It was a great read.I read this book to my niece and her cousin and it was great! I can't wait to read the next one!I've always loved this series. It's so good to see it on my list of favorites.This was a great book for me to read about. I enjoyed the character's, the story, the language, the emotions and the characters. It was definitely a book that I would read again.I really enjoyed this book. I loved the story and I enjoyed the characters. This book was a must read for anyone who likes a good story with some steamy moments.This was a great",1,2019-01-01
Books,4,"At 100 pages long, ""Cowboy Crazy"" relied on some trope (including a corny one) to move the plot along, but it was an enjoyable one.

Hank Dalton received an ultimatum... Get married to inherit part of the family ranch... Or get left with nothing. Hank, the oldest, loved to run the ranch, but living two hours from civilization limits his choice of women. When his four brothers left for the city to pick up some girls, he chose to stay home... and got to rescue a stranded motorist... Charlotte Halton. Charlie was almost killed when her crazy BF drugged her and burned her apartment down, leaving her scarred both inside and out. She decided for a fresh start... and getting stranded in Paradise Valley in the middle of cattle country wasn't part of her plan... but it just may be Hank's luck. Hank knew it was fate that delivered a woman to him, but she's skittish. Can Hank help her find a new start? Or will she run away again?

I personally don't like ""run away to sort my feeling"" endings, but there's a grand gesture to mitigate that, so at least that's good.",0,2019-01-01
Books,5,"Mistletoe Wedding by Melissa McClone
Montana, USA

Wedding

by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by Melissa McClone

Montana, USA

Wedding by",1,2019-01-01
Books,3,I thought it would be a fun book to read. I did not understand how the author could write,1,2019-01-01
Books,5,"Thick plot, lots of operational prep work and set in a very real scenario, Gabriel Allon never fails to deliver!",0,2019-01-01
Books,5,This book is awesome for anyone who wants to learn more about history.  It's a great read.,1,2019-01-01
Books,5,couldn't stop reading it until I finished it. can't wait for the next book. this book kept me on edge of my seat,0,2019-01-01
Books,5,"A classic, every bit as good as the first two. I will admit that I have been a fan of Dr.",1,2019-01-01
Books,5,"Maclean hardly needs my praise, but it's an interesting and intriguing read.

The premise of the story is interesting, and the characters",1,2019-01-01
Books,5,"This book, if possible, is even better than the first book, The Passage.  I love the twists and turns and I can't put it down.  Can't wait to see what happens in the last book of this trilogy.",0,2019-01-01
Books,5,I really loved this first book in the series. Tris is a true Hero and I love the chemistry that her and Four had. The story line gripped me and didn't let go. I was filled with action with a bit of romance. I cant wait to read the rest of the series.,0,2019-01-01
Books,4,"Actually I don't remember any sexual content, perhaps some innuendo.  This book is highly entertaining.  It is the third in a series about an Indian private detective named Vish Puri.  The first book is ""The Case of the Missing Servant"".  One very serious event in Indian/Pakistani history, the Partition, plays a part in the story.",0,2019-01-01
Books,3,"It fit it's purposes. I needed this textbook for a class, so I bought it. It was filled with a lot of good information I needed for quizzes, lots of interesting information. But at the end of the day, it is a textbook, a necessity for any student taking a class which this book is required. Eh, there you go.",0,2019-01-01
Books,5,"I read Minn of the Damned and thought it was a great book, but I was disappointed.

I had to read a few chapters to get through the first two, and that was a huge disappointment.

I am a big fan of Dan Brown's books, and I love his books as well. I read them several times",1,2019-01-01
Books,5,"The story is wonderful, one that will make you feel like you are in the middle of a battle.

I had a hard time putting this book down.  It is very moving and it keeps you turning pages in the book.  I wish I had read it two times before I lost my sleep.

I did get a little overwhelmed by",1,2019-01-01
Books,5,"Wow, Adler-Olsen just gets a little more predictable with each new chapter.  There is a lot of time spent on the West Coast, which is also interesting, but not so great as it was with the first book.  The main characters are also very different and complex.  The West Coast is a bit more interesting, but it also lacks the same level of detail as the first book.  I would recommend reading the first book if you're",1,2019-01-01
Books,5,"I admit, I purchased this book based on the price and easy reading material.  I was hooked from the first chapter.  I loved the characters, understood the emotion and the description felt as though I could visualize everything they were going through.  Towards the middle-end, I was a little disappointed.  I guess it had to be done, but it just wasn't working for me.  The ending was marvelous.  I haven't read such a good book that made me feel so good in a really long time.  That's a good feeling!",0,2019-01-01
Books,5,"An exceptional book that details the lives of two great leaders during the Indian Wars of the mid 19th century.  Ambrose provides perspective on the thinking and experience of both ""generals"" that lead to the battle of the Little Big Horn and subsequent murder of Crazy Horse.  For readers who are familiar with Custer and Crazy Horse this book adds detailed background in todays battle terms as well as the development of the thought process of both individuals that ultimately lead to their demise.  An outstanding book that is a must read for students of the history of the settling of the Great Plains.",0,2019-01-01
Books,4,"My husband and I are both JG fans and have all his books. I enjoyed this one, despite the opinions of many of the reviewers who have posted. It was different and I found it quite humorous. We were iced in yesterday and it was a nice way to spend the afternoon. There are times when it's not my goal to have to fill my mind with ultra plotting and mind boggling suspense and this one just fit the bill and I thought the end, though predictable, was a fine ""touche"". So, read at your own risk. Obviously many of us did not enjoy it but then again, many did. I, for one, was not disappointed.",0,2019-01-01
Books,5,"Another great Betty Neels love story! The Professor has been in love with Nurse Megan Rodner for months, but she is engaged.  He watches the relationship closely and is ready when her fiancee is less than attentive and helps her pick up the pieces when the engagement crumbles.  She of course is grateful for his shoulder to cry on and his ""brotherly"" advice.  He's a very patient man.  He bides his time hoping and waiting for her to fall in love with him.  It's a lovely story - Megan is a great character and has great courage.  After all, when she declares her love for our hero, she has no idea that he's been waiting for her for months...",0,2019-01-01
Books,5,"One of the best books on dreamwork I have ever read, and I have read a few. The book is not only informative, but well structured, well written, and very didactic. It is based on Jungian Psychology and therefore it does discuss a a few things about the matter, but does not enter in the different schools of dream interpretation. If you are into Jungian psychoanalysis this book os for you.

The book gives you tools to approach and interpret your own dreams and to approach and develop Visualization (Creative Imagination, as it is called here) with ease and depth.

This is a classic by Robert A. Johnson  that really lived to my expectations. I have it on my Kindle, underlined, and I consult and use it often.",0,2019-01-01
Books,5,"I was somewhat hesitant to read this book because I feared the language used by the author would be too distracting.  However, the story itself is so engrossing that my worries were needless (and undoubtedly the language itself is necessary to create the unique voice of Saba).  This novel is about Saba and her journey to recover her twin brother, Lugh, after he is kidnapped from their home at Silverlake.  Saba is very close with her twin brother and puts him on a pedestal...he is the light to her dark.  When the reader first encounters Lugh, he is a father-like figure, taking care of the day-to-day needs of Saba, their father, and their younger sister, Emmi.  Although Saba is very close with her brother, she does not care for her younger sister, Emmi.  She views Emmi as a weak, distracting child, who only gets in the way.  Once Lugh is kidnapped, Saba begins her quest to recover her brother and  quickly learns that she is a fighter who will do anything to protect her family.  Along the way, she also meets Jack and a gang of revolutionary girls called the Free Hawks.  We watch how she grows as a person and learns the importance of family and friends.  I highly recommend.",0,2019-01-01
Toys,4,these were cute but alittle small. The pieces were a bit hard to fit in the box and,1,2019-01-01
Toys,4,Shipped on time and item is as described. Thank you.,0,2019-01-01
Toys,5,I liked the lalaloopsy because it was a good part of my collection.,0,2019-01-01
Toys,5,Great case just in case. Cute. Not too big. Great for baby.,1,2019-01-01
Toys,5,All moving pieces work as intended. The pieces are sturdy and will keep moving for a long time.,1,2019-01-01
Toys,4,"Got if for the in-law, he has fun with it, and its a good party entertainer",0,2019-01-01
Toys,2,I don't like that the animals aren't printed on the board.  My daughter has no idea where they go.,0,2019-01-01
Toys,2,Decent idea.. but it doesn't add enough to gameplay. Almost always end up only playing the original version. Takes longer and setup is more complex.,0,2019-01-01
Toys,5,Our first hook broke because my son used it to open something with.  This replacement hook worked perfectly for the rainbow loom. Did not come with the cover.,0,2019-01-01
Toys,5,"These were just like the ones I used when I was small. They fit most dolls, though any young child's imagination can make them fit any doll, or dog, or sibling.",0,2019-01-01
Toys,5,"I purchased this product for my daughter and she loves it.  She also loves the music and the other items.  The plastic parts are very sturdy, and the paint is very soft.  The only complaint I have is",1,2019-01-01
Toys,5,This game is a lot of fun and the kids love it. There is a lot of strategy and so does the game. There is also a game of courage and perseverance that takes players from one age to the next.,1,2019-01-01
Toys,5,All i can say is WOW. Well made. son loves it. Won't sleep without it. Really helpful with the fact his new baby brother of 4 months just moved into his room. Helps cut down the light from changing and getting up with the little brother at night. Fantastic. My new go to toy for birthday presents.,0,2019-01-01
Toys,3,"My son never really played with this much, he had a hard time changing it and when you get it in the truck shape the legs wouldn't really lock into place so it was kind of awkward for him to play with.  While he was in robot form the axe wouldn't stay in his hand. We were disappointed with this one.",0,2019-01-01
Toys,5,Absolutely hands down favorite toy of my daughter.  She has a lot of fun with this one.I bought this for my son for Christmas and he absolutely loves it. The only thing that I do not like is that the carpet is very thick. This was a big hit. He also loves to put the shoes on the,1,2019-01-01
Toys,5,"This baby groot is absolutely adorable. I have this on my workstation which vibrates some with my fidgeting, so baby groots head is always lightly bobbling. I would care if it was a bobble head or not though, its so freaking cute. And I cant have a plant on my work station so this will do! Also, a few people asked if it was a real plant on top.",0,2019-01-01
Toys,3,"I received them a couple of days ago and to be honest I am not very impressed. It looks great quality and impressive color, but very hard to put them together. Also the holes are small that they don't stick very well and easy for the toddler to break them apart with a push
I was very excited when I received them, but I hoped it did a better job
I received this product at a discounted rate for my honest and unbiased feedback",0,2019-01-01
Toys,5,"Our 1 1/2 year old opened this up today from amazon and hardly let us take it out of the package before playing with this leapfrog set. We have the alphabet version of this, so it was fun to add the numbers. It sticks to your refrigerator and keeps your toddler busy while cooking or doing the dishes. He loves it, we love that he is learning and occupied so he stays out of the cupboards, and think it is an overall great product.",0,2019-01-01
Toys,5,"I bought two sets of this set and they are just too cute.  They are tiny and we have two small kids and I am worried that they will be a choking hazard.  We bought these for our toddler and she loves them.  They are very soft and well made.  We have 2 8-month old and they love them.  They are a little rough in the middle, but they are not that big",1,2019-01-01
Toys,5,"My 4 year old daughter just loves this, she even put her sea shell collection in with the mermaid.  This is hours of fun for indoors and out.  I highly recommend this for anyone's child.

Update:  It is now March 2016 and now my third child who is almost five plays with this same sandbox.  Still looks like new and all items that came with it are in perfect condition.  If you want an indoor sandbox buy one from My Little Sandbox as they last for years.",0,2019-01-01
Toys,4,"Our elementary aged girls love this set and the materials are good quality. My 2 year old has a lot of fun with it. The colors are bright, and the shapes are very large. My 2 year old loves to paint on it.This is a very nice gift. The reviews said it was a great gift, but it has a very low quality. I received this as a gift for my grandson, but I am disappointed that he did not play with it when I got it.",1,2019-01-01
Toys,5,"My granddaughter loves this type of toy and she loves using it in her playroom!Very nice.I bought this for my son for Christmas and he absolutely loves it. The only thing that I do not like is that the carpet is very thick. This was a big hit. He also had a lot of fun putting the toys together.  The directions are very simple and you can use different colors or pieces to make a different color. The sound effects are a little loud, but that's fine",1,2019-01-01
Toys,3,"These batteries can be one of two ways. One can hold a charge for seven or eight minutes or thirty seconds. The added weight makes it a ""Balancing game"" If it's too far forward, the chopper won't hold a hover. It's a coin toss. I put one in my mini Chinook and it flew almost 10 minutes. In my 107g, it seemed to cause the circuit board to malfunction making the 107g fly out of control. My advice, use the same type battery that came with the chopper. Understand that these batteries will start to quit holding a charge very soon. They are like store brand batteries opposed to Energizer or Duracell. Know how to solder if you plan to replace one.",0,2019-01-01
Toys,5,"Remember the days when we had to go to the airport for a flight, just to get the plane to go.  The kids liked it and then the plane got stuck in the air.  They had to use a screwdriver to tighten it up.  After some play, we finally had a plane that was able to go.  The kids loved it.  It has great sound and is great for the price.  We love that it comes with a camera and a remote control.  I would highly recommend it.  You can't go wrong with this product.My 5 year old son and his 2 year old friend played with this puzzle at my home.  They were very excited to see the new version of the game.  I can tell that I was pleasantly surprised",1,2019-01-01
Toys,4,"Majority Rules Card Game by Flat River Group is an interesting party game on an original premise. The rule is pretty simple. Players pick five candidates, real or fictional, at the start of the game. The chairperson then picks a question card from the pile and reads it out. Players vote for the candidate to whom they think the question is most applicable. The majority wins. All players start with 10 points each and would bet 1-3 points based on how confident that they would win the round. Most of the questions are edgy and ludicrous. How fun the game would be largely depends on the initial selection of the five candidates and how the players would go all out on a debate and defend their votes. If you have a good mix of candidates and a group of imaginative and outspoken players, the game is gonna be fun and awesome. If not, you will very soon find the group ready to move on.

Although this may be a fun and ludicrous party game, some of the questions presented tend to be adult only (sex related). As such, I'm seriously doubt that the age 14 and up rating from the manufacturer is appropriate. I would personally remove those questions before passing it to my teenager when he has his friends over. The game comes with everything you'll need such as a dry erase board and pen for writing the five candidates down, 1-2 point chips for betting and spinners for selecting your own vote.",0,2019-01-01
Toys,5,"Amazing toy. Bought one for our 7 yr old niece and played around with it. Seems to be the hotness of 2013. But let's not lose our heads, here. It is merely a reconfigured Nerf Blaster. Instead of a trigger or a pump, you pretend to release a string. Aiming is more luck than skill. Comes with five whole darts.

If they really want to learn about archery, you'd be better served buying a simple 'starter' bow and arrow set for about the same price. Teaches them a skill AND not to shoot their friends! My dad taught me to shoot when I was young and it is still a fun and relaxing hobby for me. This will not teach them anything, but dang, it's fun!

Some advice on the price:
-This retails for abouts twenty dollars. All my local retailers were sold out, and about two hours after purchasing it from Amazon the price here more than doubled. I see a lot of annoyed shoppers giving this one star over the price and that's bad form. You don't like the price, don't buy it. Don't mislead other shoppers about this great, fun product because the vender is gouging. Amazon isn't always the best price. I've seen a few 'hot' products sold for much cheaper locally (Target, WM, TrU) and while Amazon is great for most holiday shopping, in this case, at this moment, they aren't. ALWAYS remember to price check!
-Don't be suckered into buying the 'girly' refills, the ones that match the colors of the bow. They cost more than twice the price of the regular orange ones! (Now THIS is some sexist gouging!) Kids don't care what color their ammo is and not everything girls touch needs to be pink. Save some money and pick up a pack of standard Nerf refills.",0,2019-01-01
Clothing,5,ordered my regular size and they fit fine.  Great look and very comfortable.,0,2019-01-01
Clothing,4,I replaced the insoles with a pair of wide-sided polyester ones that were a little too,1,2019-01-01
Clothing,3,"Although the shoe was just a tad too wide, I was able to make it work.",1,2019-01-01
Clothing,5,Very pretty and great quality fabric and machine washable. It was given as a gift and they loved it!,0,2019-01-01
Clothing,4,Love it. Ran kind of small. The only reason I gave it 4 stars is because I ordered the,1,2019-01-01
Clothing,5,These are great. They are soft and comfortable. I love them. I also like the way they look.,1,2019-01-01
Clothing,5,These arrived on time and surpassed my expectations.  They are beautiful and loved by the three people that received them as gifts.,0,2019-01-01
Clothing,5,"I love these shoes! It's a little too wide and tight for my foot, but I'm pretty sure I'll be able to",1,2019-01-01
Clothing,5,"love it! With the extra pockets it's a very comfortable fit.  I have a wide foot and a wide foot bed and I am a 32D, so I'm",1,2019-01-01
Clothing,5,"I knew I got a good deal when my usually taciturn Russian tailor said ""beautiful coat."" Since then I've had many compliments. Great value for the price. Works great summer, fall and winter - nice, light fabric.",0,2019-01-01
Clothing,4,"This petticoat is PERFECT under the Muxxn dress I purchased. I will need to do a little shaping to it because it was flattened in shipment. It seems sturdy and of high quality. It's also comfortable! I've taken my rating down one star because the very inside lining isn't stretchy, so I'm afraid I may tear it if for some reason I have to step ultra wide, or whatever the case may be.",0,2019-01-01
Clothing,4,"My wife does yoga and this is the only one that I can wear for work.Very pretty.I bought this for my son, who lives in the North Dakota area.  He's 5'3"" and it fits perfectly.  He's going to be wearing it in the winter and it's great for him to keep things on his feet and not to worry about being in the snow",1,2019-01-01
Clothing,2,"I was disappointed. First off when I received the item the box was smashed from delivery for some reason and when I tried on the shoe it just didn't fit right and wasn't the exact color shown. I have plantar fasciitis and the picture just made it look like they had a bit of an arch in them so I wanted to try them, I usually always order asics but since these were on sale I thought I would give them a try. They were just not what I expected and felt bad for having to return them.",0,2019-01-01
Clothing,3,"I finally got to apply this to a new pair of shoes.  Unfortunately, the cap/nozzle had come off in shipping.  I figured no big deal and put it back on.  But once I started spraying this, I ended up with a ton of it just running down the sides of the can.  So yes, my shoes are great, but it's frustrating I lost so much of the material running down the sides while I was spraying it.  Apparently the nozzle couldn't just be put right back on, though I've done it without a problem on other aerosol cans.  Wish I hadn't waited to use it on new shoes as now return period is past.",0,2019-01-01
Clothing,5,"This review is for the Ekouaer Womens Satin Robe Wedding Party Wear (Red, XL).

This nightgown is elegant, classic and feminine. I got the red color, the red was a little brighter than I expected but really very lovely. I also purchased the XL size. I am a size 12/14 and it does fit but its a little small. If you are a larger then a size 14 this will NOT completely tie closed. It does tie closed on me, but its open in at the bottom and doesnt completely wrap like its supposed to.

The fabric is a beautiful, soft red satin. This does need ironing so if you are traveling with it, pack a travel steamer. I think its because the fabric is so delicate. Despite the fabric being so satiny, this is NOT see through, so if you are wearing your bra and panties underneath you cant see them when its completely closed.

The lace detail is amazing, the neckline has THICK bandings of lace sewn down the front, the sleeves have lace trim and it goes up into the sleeve to give it some design flare. The lace is white or slightly off white, but it is VERY QUALITY lace and not unraveling, falling off or threatening to tear at any part. In fact, the craftsmanship and detail of this robe on a whole is VERY well made, this is something you would pay a lot of money for at the higher end retail stores. If you like delicate lingerie that is classy and makes you look good, try this robe out and you will enjoy it! 5/5 stars

If you have any questions please post below and I would be happy to answer! I received a discounted promotional sample of this item for my honest and unbiased review.",0,2019-01-01
Home_and_Lifestyle,5,Worked out great for the small space I had in my closet!,0,2019-01-01
Home_and_Lifestyle,5,Can't beat this time tested design.  Easy installation... highly functional ...priced right.,0,2019-01-01
Home_and_Lifestyle,5,Perfect for my white desk. I love the look and feel of this chair.,1,2019-01-01
Home_and_Lifestyle,5,Used this on my mattress and it kept the sheets comfortable.  I also have a mattress that is,1,2019-01-01
Home_and_Lifestyle,5,These hold my quilting rulers very well!  Wish I would have found you sooner!!,0,2019-01-01
Home_and_Lifestyle,3,They are hard to get up in the air but when you get one that goes up it is beautiful!,0,2019-01-01
Home_and_Lifestyle,2,Worked good at first  until the grooves got clogged. I prefer the hand julienne tool for a better noodle in the end.,0,2019-01-01
Home_and_Lifestyle,5,"Ordered our second one, after hearing the reviews.  We've had it for a couple of weeks and it's not",1,2019-01-01
Home_and_Lifestyle,5,This is just like what my mom used when I was growing up. Every time I use it I feel like she is in the kitchen with me.,0,2019-01-01
Home_and_Lifestyle,5,"This works really well, can change between grams, oz etc and it can be tared too.  The battery life is excellent, I haven't had to change it yet.",0,2019-01-01
Home_and_Lifestyle,4,"The blister package is not what I expected. The item arrived on time, packaged well, and is well packaged. I am very happy with the purchase.",1,2019-01-01
Home_and_Lifestyle,5,"I am all about two-in-one, and I am very pleased with this product.  I have one in my bathroom and the other in my office.  The plastic is sturdy, and it does not slip.  It does not slide around on the floor.  I like the shape of the rubber seal. ",1,2019-01-01
Home_and_Lifestyle,1,"Much paler than the photo and different shade.  Very light and more grey, I'd call it pale lavender.  Also it's 100% polyester.  If you read the package CAREFULLY it does IMPLY same quality as Egyptian cotton and lower states microfiber, doesn't exactly come out and say polyester.  Misleading product information.  They're ok for what I paid but I would have preferred that the product information clearly stated what it is.  Also wrinkles.  After initial laundering, original shipping wrinkles present as well as new ones from washing.  I removed from the dryer promptly.",0,2019-01-01
Home_and_Lifestyle,5,"Saved a few $ by choosing the Amazon Warehouse Deals option and selecting a ""used like new.""  My mug was indeed brand new, maybe a return in which someone didn't like the color.  Personally, I love the Latte color and it is not as brown looking as in the picture but is just a tint darker than the natural stainless finish.  Most importantly this mug is all it is advertised as.  Keeps coffee hot all day, and with no worry of leaking.  It's also easy to clean.  If you want the finish and vacuum to hold up though you MUST hand wash the bottom container part.  The top is dishwasher safe though.  This is a really sturdy mug but if I ever need to replace it I'll be looking to buy another one, I'm also thinking these make for nice gifts for my coffee and tea drinking friends.",0,2019-01-01
Home_and_Lifestyle,5,"These curtains have been in my bedroom for over a month.
For the first week, I had them completely closed. What a difference from my summer curtains!! Absolutely NO light entered through them!
They blocked all of the ambient light: I almost thought that I had gone blind!
I usually wake up in the middle of the night for a quick run to the bathroom. But, with the curtains fully closed and no light at all, I had a rough time finding my way back to bed!!
Since I retired, I no longer keep a clock in the bedroom, and rely on the light coming in the windows to gauge the time of day.
So, after that first week, I was forced to leave the curtains open a tiny crack to let some daylight into the bedroom!
In addition, these curtains are a tremendous help in keeping out the cold winds that we suffer in the northeastern states.
The material feels very soft - almost like brushed microfiber, and is very true to the color shown. The side facing outside is white.
In every respect, I am totally satisfied with the material and performance of these curtains.",0,2019-01-01
Home_and_Lifestyle,4,"From some distance away, this 6-foot garland looks fairly realistic, but you get too close, and you can see the vinyl/plastic look to it. The color is definitely realistic. Some of these garlands you buy are a fake-looking bright green, but this is comparable to a real pine color. There are circle hooks at each end of the garland for easy attaching to your banister or fireplace mantle. I will be using it on our upstairs balcony, since it looks better from a distance. Wish it was a little longer - maybe 8 to 10 ft. The product did come rolled nicely in the plastic packaging, so it wasn't twisted or tangled. I'd recommend packing it the same way when storing your Christmas decorations. Each twig of pine is individually attached to the main branch, which I'm not a fan of, but for the price, it's an adequate decor item. Will post photo soon.

Please feel free to ask me any questions about this item, and I'll do my best to answer. If my review is helpful in your decision-making process, please let me know by clicking the ""Helpful"" button.

NOTE: I received this item at no cost in exchange for an honest and unbiased review, and all opinions are based on my personal experience or that of my familys. I rely on honest customer reviews when I make purchasing decisions for my family, so I do NOT give positive reviews to products that don't deserve them.",0,2019-01-01
Home_and_Lifestyle,5,"I recently lost my Contigo mug like this and started using a random back-up mug I already had laying around the kitchen. After a few days, I noticed that I'd finished my coffee hours earlier than usual every single morning with the back-up mug. Normally I sip on my coffee until it's nearly lunchtime, but now I was finishing it on my morning commute.

The next morning I was thinking about this and realized exactly what the cause was: My Contigo mug kept my coffee so hot that I could not take big gulps of it and it took me until 11 am to get through it. The back-up mug cooled so quickly that I was gulping my coffee by the time I got in the car.

After less than a week I ordered a new Contigo and I will be a customer for life now.

This mug will keep your coffee pipingly, tongue-burningly hot for hours when sealed. Like others have said, I actually leave the lid off for a couple of minutes after I pour and blow on it to bring it down to a drinkable temperature because I know once I seal the lid it's staying that hot. The more of the coffee you drink the more it will start to lose its heat (because you're replacing hot coffee with room-temperature air with every sip, which is cooling the remaining coffee). But the cooling happens slowly enough that the only time the liquid inside of it really gets *cold* is when the cup is less than half full and the snap lid is open, which is letting a lot of air circulate inside the cup. If you leave it full, it will stay *hot*--not warm--for 7 hours.",0,2019-01-01
Sports_and_Outdoors,4,"Good product for the money, received in a timely manner",0,2019-01-01
Sports_and_Outdoors,5,These compression shorts are a perfect fit and excellent for any outdoor activity in the warmer months.,0,2019-01-01
Sports_and_Outdoors,5,Excellent holster - well made.  I did add some deerskin to the body side to make it more comfortable.,0,2019-01-01
